kx (1/m)	Eigenfrequency (Hz)	real(freq) (Hz)
1.4451	262.21	262.21
1.4451	265.20	265.20
1.4451	266.17	266.17
1.4451	269.00	269.00
1.4451	271.44	271.44
1.4765	34.527	34.527
1.4765	53.513	53.513
1.4765	67.038	67.038
1.4765	77.221	77.221
1.4765	79.769	79.769
1.4765	83.213	83.213
1.4765	84.385	84.385
1.4765	86.057	86.057
1.4765	90.097	90.097
1.4765	95.695	95.695
1.4765	101.83	101.83
1.4765	107.38	107.38
1.4765	108.06	108.06
1.4765	114.38	114.38
1.4765	121.09	121.09
1.4765	128.13	128.13
1.4765	135.13	135.13
1.4765	137.41	137.41
1.4765	141.91	141.91
1.4765	148.38	148.38
1.4765	153.88	153.88
1.4765	154.17	154.17
1.4765	160.35	160.35
1.4765	167.37	167.37
1.4765	174.60	174.60
1.4765	179.00	179.00
1.4765	182.33	182.33
1.4765	190.85	190.85
1.4765	192.60	192.60
1.4765	199.84	199.84
1.4765	201.53	201.53
1.4765	208.81	208.81
1.4765	217.04	217.04
1.4765	223.56	223.56
1.4765	228.67	228.67
1.4765	234.96	234.96
1.4765	240.94	240.94
1.4765	243.40	243.40
1.4765	247.37	247.37
1.4765	253.13	253.13
1.4765	254.29	254.29
1.4765	255.95	255.95
1.4765	256.14	256.14
1.4765	256.76	256.76
1.4765	258.51	258.51
1.4765	261.07	261.07
1.4765	263.85	263.85
1.4765	267.11	267.11
1.4765	267.42	267.42
1.4765	271.74	271.74
1.5080	34.774	34.774
1.5080	54.278	54.278
1.5080	68.189	68.189
1.5080	78.814	78.814
1.5080	81.263	81.263
1.5080	83.766	83.766
1.5080	84.393	84.393
1.5080	87.006	87.006
1.5080	91.291	91.291
1.5080	96.885	96.885
1.5080	102.95	102.95
1.5080	106.82	106.82
1.5080	109.10	109.10
1.5080	115.33	115.33
1.5080	121.97	121.97
1.5080	128.95	128.95
1.5080	135.95	135.95
1.5080	136.87	136.87
1.5080	142.81	142.81
1.5080	149.48	149.48
1.5080	154.71	154.71
1.5080	155.35	155.35
1.5080	161.14	161.14
1.5080	168.00	168.00
1.5080	175.29	175.29
1.5080	178.49	178.49
1.5080	183.12	183.12
1.5080	191.67	191.67
1.5080	192.54	192.54
1.5080	200.69	200.69
1.5080	201.30	201.30
1.5080	209.76	209.76
1.5080	218.22	218.22
1.5080	224.83	224.83
1.5080	230.01	230.01
1.5080	236.29	236.29
1.5080	242.19	242.19
1.5080	242.27	242.27
1.5080	248.51	248.51
1.5080	251.38	251.38
1.5080	252.56	252.56
1.5080	254.46	254.46
1.5080	255.10	255.10
1.5080	256.96	256.96
1.5080	257.72	257.72
1.5080	259.81	259.81
1.5080	262.69	262.69
1.5080	265.99	265.99
1.5080	268.03	268.03
1.5080	270.12	270.12
1.5394	35.027	35.027
1.5394	55.031	55.031
1.5394	69.340	69.340
1.5394	80.407	80.407
1.5394	82.741	82.741
1.5394	83.148	83.148
1.5394	85.469	85.469
1.5394	88.049	88.049
1.5394	92.530	92.530
1.5394	98.096	98.096
1.5394	104.10	104.10
1.5394	106.25	106.25
1.5394	110.15	110.15
1.5394	116.28	116.28
1.5394	122.85	122.85
1.5394	129.80	129.80
1.5394	136.32	136.32
1.5394	136.78	136.78
1.5394	143.70	143.70
1.5394	150.55	150.55
1.5394	155.54	155.54
1.5394	156.56	156.56
1.5394	161.94	161.94
1.5394	168.63	168.63
1.5394	176.00	176.00
1.5394	177.91	177.91
1.5394	183.91	183.91
1.5394	192.41	192.41
1.5394	192.48	192.48
1.5394	201.21	201.21
1.5394	201.51	201.51
1.5394	210.65	210.65
1.5394	219.24	219.24
1.5394	225.96	225.96
1.5394	231.43	231.43
1.5394	237.76	237.76
1.5394	240.91	240.91
1.5394	243.66	243.66
1.5394	249.64	249.64
1.5394	249.73	249.73
1.5394	250.83	250.83
1.5394	252.74	252.74
1.5394	254.23	254.23
1.5394	255.31	255.31
1.5394	258.35	258.35
1.5394	258.72	258.72
1.5394	261.54	261.54
1.5394	264.74	264.74
1.5394	268.60	268.60
1.5394	268.96	268.96
1.5708	35.284	35.284
1.5708	55.772	55.772
1.5708	70.490	70.490
1.5708	81.998	81.998
1.5708	82.533	82.533
1.5708	84.186	84.186
1.5708	86.449	86.449
1.5708	89.206	89.206
1.5708	93.805	93.805
1.5708	99.326	99.326
1.5708	105.25	105.25
1.5708	105.69	105.69
1.5708	111.20	111.20
1.5708	117.24	117.24
1.5708	123.75	123.75
1.5708	130.66	130.66
1.5708	135.77	135.77
1.5708	137.64	137.64
1.5708	144.61	144.61
1.5708	151.60	151.60
1.5708	156.38	156.38
1.5708	157.79	157.79
1.5708	162.75	162.75
1.5708	169.28	169.28
1.5708	176.74	176.74
1.5708	177.28	177.28
1.5708	184.71	184.71
1.5708	192.19	192.19
1.5708	193.30	193.30
1.5708	201.28	201.28
1.5708	202.33	202.33
1.5708	211.50	211.50
1.5708	220.16	220.16
1.5708	226.94	226.94
1.5708	232.81	232.81
1.5708	239.35	239.35
1.5708	239.58	239.58
1.5708	245.14	245.14
1.5708	247.90	247.90
1.5708	249.09	249.09
1.5708	251.02	251.02
1.5708	251.04	251.04
1.5708	253.36	253.36
1.5708	253.62	253.62
1.5708	256.77	256.77
1.5708	259.78	259.78
1.5708	260.21	260.21
1.5708	263.60	263.60
1.5708	267.23	267.23
1.5708	269.91	269.91
1.6022	35.546	35.546
1.6022	56.501	56.501
1.6022	71.637	71.637
1.6022	81.921	81.921
1.6022	83.585	83.585
1.6022	85.555	85.555
1.6022	87.402	87.402
1.6022	90.467	90.467
1.6022	95.110	95.110
1.6022	100.57	100.57
1.6022	105.14	105.14
1.6022	106.41	106.41
1.6022	112.26	112.26
1.6022	118.21	118.21
1.6022	124.66	124.66
1.6022	131.53	131.53
1.6022	135.23	135.23
1.6022	138.51	138.51
1.6022	145.52	145.52
1.6022	152.62	152.62
1.6022	157.22	157.22
1.6022	159.02	159.02
1.6022	163.57	163.57
1.6022	169.94	169.94
1.6022	176.60	176.60
1.6022	177.49	177.49
1.6022	185.53	185.53
1.6022	191.86	191.86
1.6022	194.12	194.12
1.6022	201.50	201.50
1.6022	203.15	203.15
1.6022	212.32	212.32
1.6022	221.00	221.00
1.6022	227.83	227.83
1.6022	234.07	234.07
1.6022	238.22	238.22
1.6022	240.97	240.97
1.6022	246.16	246.16
1.6022	246.73	246.73
1.6022	247.35	247.35
1.6022	249.29	249.29
1.6022	251.91	251.91
1.6022	252.34	252.34
1.6022	252.59	252.59
1.6022	255.11	255.11
1.6022	258.72	258.72
1.6022	260.91	260.91
1.6022	262.41	262.41
1.6022	266.00	266.00
1.6022	270.17	270.17
1.6336	35.814	35.814
1.6336	57.218	57.218
1.6336	72.781	72.781
1.6336	81.311	81.311
1.6336	85.158	85.158
1.6336	86.771	86.771
1.6336	88.449	88.449
1.6336	91.801	91.801
1.6336	96.437	96.437
1.6336	101.83	101.83
1.6336	104.59	104.59
1.6336	107.59	107.59
1.6336	113.33	113.33
1.6336	119.18	119.18
1.6336	125.58	125.58
1.6336	132.43	132.43
1.6336	134.68	134.68
1.6336	139.40	139.40
1.6336	146.44	146.44
1.6336	153.63	153.63
1.6336	158.06	158.06
1.6336	160.26	160.26
1.6336	164.41	164.41
1.6336	170.62	170.62
1.6336	175.88	175.88
1.6336	178.27	178.27
1.6336	186.36	186.36
1.6336	191.44	191.44
1.6336	194.95	194.95
1.6336	201.86	201.86
1.6336	203.96	203.96
1.6336	213.13	213.13
1.6336	221.81	221.81
1.6336	228.66	228.66
1.6336	235.22	235.22
1.6336	236.83	236.83
1.6336	242.51	242.51
1.6336	244.42	244.42
1.6336	245.62	245.62
1.6336	247.56	247.56
1.6336	248.38	248.38
1.6336	250.19	250.19
1.6336	251.56	251.56
1.6336	253.42	253.42
1.6336	254.03	254.03
1.6336	257.12	257.12
1.6336	261.04	261.04
1.6336	262.14	262.14
1.6336	264.84	264.84
1.6336	268.81	268.81
1.6650	36.087	36.087
1.6650	57.924	57.924
1.6650	73.919	73.919
1.6650	80.703	80.703
1.6650	86.686	86.686
1.6650	87.802	87.802
1.6650	89.683	89.683
1.6650	93.184	93.184
1.6650	97.784	97.784
1.6650	103.11	103.11
1.6650	104.04	104.04
1.6650	108.77	108.77
1.6650	114.40	114.40
1.6650	120.16	120.16
1.6650	126.52	126.52
1.6650	133.34	133.34
1.6650	134.13	134.13
1.6650	140.31	140.31
1.6650	147.36	147.36
1.6650	154.62	154.62
1.6650	158.91	158.91
1.6650	161.49	161.49
1.6650	165.26	165.26
1.6650	171.32	171.32
1.6650	175.13	175.13
1.6650	179.06	179.06
1.6650	187.20	187.20
1.6650	190.93	190.93
1.6650	195.78	195.78
1.6650	202.34	202.34
1.6650	204.78	204.78
1.6650	213.93	213.93
1.6650	222.58	222.58
1.6650	229.45	229.45
1.6650	235.42	235.42
1.6650	236.28	236.28
1.6650	242.68	242.68
1.6650	243.89	243.89
1.6650	243.94	243.94
1.6650	245.83	245.83
1.6650	248.47	248.47
1.6650	250.04	250.04
1.6650	250.66	250.66
1.6650	251.71	251.71
1.6650	255.46	255.46
1.6650	255.70	255.70
1.6650	259.53	259.53
1.6650	263.48	263.48
1.6650	263.61	263.61
1.6650	267.57	267.57
1.6965	36.366	36.366
1.6965	58.618	58.618
1.6965	75.050	75.050
1.6965	80.098	80.098
1.6965	88.019	88.019
1.6965	88.856	88.856
1.6965	91.069	91.069
1.6965	94.601	94.601
1.6965	99.147	99.147
1.6965	103.49	103.49
1.6965	104.40	104.40
1.6965	109.96	109.96
1.6965	115.47	115.47
1.6965	121.14	121.14
1.6965	127.47	127.47
1.6965	133.59	133.59
1.6965	134.27	134.27
1.6965	141.24	141.24
1.6965	148.30	148.30
1.6965	155.60	155.60
1.6965	159.76	159.76
1.6965	162.70	162.70
1.6965	166.14	166.14
1.6965	172.04	172.04
1.6965	174.36	174.36
1.6965	179.88	179.88
1.6965	188.05	188.05
1.6965	190.35	190.35
1.6965	196.63	196.63
1.6965	202.91	202.91
1.6965	205.60	205.60
1.6965	214.72	214.72
1.6965	223.33	223.33
1.6965	230.22	230.22
1.6965	234.00	234.00
1.6965	237.27	237.27
1.6965	240.95	240.95
1.6965	242.15	242.15
1.6965	244.10	244.10
1.6965	245.23	245.23
1.6965	246.74	246.74
1.6965	249.74	249.74
1.6965	249.99	249.99
1.6965	251.66	251.66
1.6965	253.77	253.77
1.6965	257.44	257.44
1.6965	257.94	257.94
1.6965	262.23	262.23
1.6965	264.96	264.96
1.6965	266.36	266.36
1.7279	36.652	36.652
1.7279	59.301	59.301
1.7279	76.171	76.171
1.7279	79.496	79.496
1.7279	88.942	88.942
1.7279	90.233	90.233
1.7279	92.535	92.535
1.7279	96.041	96.041
1.7279	100.52	100.52
1.7279	102.95	102.95
1.7279	105.69	105.69
1.7279	111.16	111.16
1.7279	116.54	116.54
1.7279	122.14	122.14
1.7279	128.44	128.44
1.7279	133.04	133.04
1.7279	135.22	135.22
1.7279	142.17	142.17
1.7279	149.24	149.24
1.7279	156.57	156.57
1.7279	160.61	160.61
1.7279	163.88	163.88
1.7279	167.05	167.05
1.7279	172.79	172.79
1.7279	173.57	173.57
1.7279	180.72	180.72
1.7279	188.92	188.92
1.7279	189.71	189.71
1.7279	197.48	197.48
1.7279	203.57	203.57
1.7279	206.42	206.42
1.7279	215.51	215.51
1.7279	224.08	224.08
1.7279	230.99	230.99
1.7279	232.57	232.57
1.7279	238.22	238.22
1.7279	239.22	239.22
1.7279	240.43	240.43
1.7279	242.38	242.38
1.7279	245.01	245.01
1.7279	246.43	246.43
1.7279	248.27	248.27
1.7279	248.82	248.82
1.7279	252.07	252.07
1.7279	253.17	253.17
1.7279	256.29	256.29
1.7279	259.17	259.17
1.7279	260.73	260.73
1.7279	265.09	265.09
1.7279	266.57	266.57
1.7593	36.943	36.943
1.7593	59.972	59.972
1.7593	77.282	77.282
1.7593	78.895	78.895
1.7593	89.662	89.662
1.7593	91.773	91.773
1.7593	94.042	94.042
1.7593	97.497	97.497
1.7593	101.91	101.91
1.7593	102.41	102.41
1.7593	107.00	107.00
1.7593	112.36	112.36
1.7593	117.62	117.62
1.7593	123.15	123.15
1.7593	129.42	129.42
1.7593	132.50	132.50
1.7593	136.19	136.19
1.7593	143.13	143.13
1.7593	150.19	150.19
1.7593	157.53	157.53
1.7593	161.46	161.46
1.7593	165.01	165.01
1.7593	168.00	168.00
1.7593	172.77	172.77
1.7593	173.57	173.57
1.7593	181.57	181.57
1.7593	189.03	189.03
1.7593	189.79	189.79
1.7593	198.34	198.34
1.7593	204.28	204.28
1.7593	207.25	207.25
1.7593	216.31	216.31
1.7593	224.82	224.82
1.7593	231.14	231.14
1.7593	231.75	231.75
1.7593	237.49	237.49
1.7593	238.70	238.70
1.7593	239.13	239.13
1.7593	240.65	240.65
1.7593	243.29	243.29
1.7593	246.55	246.55
1.7593	247.53	247.53
1.7593	247.90	247.90
1.7593	250.36	250.36
1.7593	254.60	254.60
1.7593	254.61	254.61
1.7593	259.15	259.15
1.7593	260.84	260.84
1.7593	263.72	263.72
1.7593	268.11	268.11
1.7907	37.240	37.240
1.7907	60.633	60.633
1.7907	78.297	78.297
1.7907	78.380	78.380
1.7907	90.329	90.329
1.7907	93.354	93.354
1.7907	95.570	95.570
1.7907	98.967	98.967
1.7907	101.88	101.88
1.7907	103.31	103.31
1.7907	108.31	108.31
1.7907	113.56	113.56
1.7907	118.69	118.69
1.7907	124.17	124.17
1.7907	130.43	130.43
1.7907	131.96	131.96
1.7907	137.18	137.18
1.7907	144.10	144.10
1.7907	151.15	151.15
1.7907	158.50	158.50
1.7907	162.31	162.31
1.7907	166.10	166.10
1.7907	168.98	168.98
1.7907	171.95	171.95
1.7907	174.39	174.39
1.7907	182.45	182.45
1.7907	188.32	188.32
1.7907	190.68	190.68
1.7907	199.21	199.21
1.7907	205.05	205.05
1.7907	208.08	208.08
1.7907	217.10	217.10
1.7907	225.56	225.56
1.7907	229.70	229.70
1.7907	232.51	232.51
1.7907	235.77	235.77
1.7907	236.97	236.97
1.7907	238.93	238.93
1.7907	240.03	240.03
1.7907	241.57	241.57
1.7907	244.83	244.83
1.7907	246.95	246.95
1.7907	248.62	248.62
1.7907	248.64	248.64
1.7907	252.91	252.91
1.7907	255.95	255.95
1.7907	257.52	257.52
1.7907	262.24	262.24
1.7907	262.40	262.40
1.7907	266.82	266.82
1.8221	37.544	37.544
1.8221	61.283	61.283
1.8221	77.702	77.702
1.8221	79.462	79.462
1.8221	90.983	90.983
1.8221	94.950	94.950
1.8221	97.112	97.112
1.8221	100.45	100.45
1.8221	101.35	101.35
1.8221	104.72	104.72
1.8221	109.64	109.64
1.8221	114.76	114.76
1.8221	119.76	119.76
1.8221	125.20	125.20
1.8221	131.42	131.42
1.8221	131.45	131.45
1.8221	138.18	138.18
1.8221	145.08	145.08
1.8221	152.11	152.11
1.8221	159.45	159.45
1.8221	163.16	163.16
1.8221	167.13	167.13
1.8221	170.02	170.02
1.8221	171.13	171.13
1.8221	175.24	175.24
1.8221	183.34	183.34
1.8221	187.58	187.58
1.8221	191.59	191.59
1.8221	200.09	200.09
1.8221	205.86	205.86
1.8221	208.93	208.93
1.8221	217.90	217.90
1.8221	226.30	226.30
1.8221	228.27	228.27
1.8221	233.28	233.28
1.8221	234.04	234.04
1.8221	235.25	235.25
1.8221	237.21	237.21
1.8221	239.84	239.84
1.8221	240.92	240.92
1.8221	243.10	243.10
1.8221	246.01	246.01
1.8221	246.92	246.92
1.8221	249.64	249.64
1.8221	251.21	251.21
1.8221	255.85	255.85
1.8221	257.25	257.25
1.8221	260.68	260.68
1.8221	263.87	263.87
1.8221	265.44	265.44
1.8535	37.854	37.854
1.8535	61.922	61.922
1.8535	77.109	77.109
1.8535	80.526	80.526
1.8535	91.641	91.641
1.8535	96.552	96.552
1.8535	98.664	98.664
1.8535	100.82	100.82
1.8535	101.94	101.94
1.8535	106.14	106.14
1.8535	110.96	110.96
1.8535	115.96	115.96
1.8535	120.84	120.84
1.8535	126.25	126.25
1.8535	130.88	130.88
1.8535	132.49	132.49
1.8535	139.20	139.20
1.8535	146.07	146.07
1.8535	153.08	153.08
1.8535	160.41	160.41
1.8535	164.01	164.01
1.8535	168.12	168.12
1.8535	170.30	170.30
1.8535	171.09	171.09
1.8535	176.13	176.13
1.8535	184.25	184.25
1.8535	186.82	186.82
1.8535	192.50	192.50
1.8535	200.99	200.99
1.8535	206.69	206.69
1.8535	209.78	209.78
1.8535	218.70	218.70
1.8535	226.84	226.84
1.8535	227.04	227.04
1.8535	232.32	232.32
1.8535	233.53	233.53
1.8535	234.05	234.05
1.8535	235.49	235.49
1.8535	238.13	238.13
1.8535	241.39	241.39
1.8535	241.80	241.80
1.8535	245.06	245.06
1.8535	245.20	245.20
1.8535	249.50	249.50
1.8535	250.63	250.63
1.8535	254.17	254.17
1.8535	258.49	258.49
1.8535	259.08	259.08
1.8535	263.99	263.99
1.8535	265.25	265.25
1.8850	38.170	38.170
1.8850	62.551	62.551
1.8850	76.518	76.518
1.8850	81.570	81.570
1.8850	92.311	92.311
1.8850	98.158	98.158
1.8850	100.22	100.22
1.8850	100.30	100.30
1.8850	103.43	103.43
1.8850	107.56	107.56
1.8850	112.29	112.29
1.8850	117.16	117.16
1.8850	121.92	121.92
1.8850	127.31	127.31
1.8850	130.34	130.34
1.8850	133.55	133.55
1.8850	140.23	140.23
1.8850	147.08	147.08
1.8850	154.06	154.06
1.8850	161.36	161.36
1.8850	164.86	164.86
1.8850	169.06	169.06
1.8850	169.46	169.46
1.8850	172.19	172.19
1.8850	177.05	177.05
1.8850	185.18	185.18
1.8850	186.05	186.05
1.8850	193.43	193.43
1.8850	201.89	201.89
1.8850	207.55	207.55
1.8850	210.64	210.64
1.8850	219.50	219.50
1.8850	225.41	225.41
1.8850	227.78	227.78
1.8850	230.60	230.60
1.8850	231.82	231.82
1.8850	233.77	233.77
1.8850	234.83	234.83
1.8850	236.41	236.41
1.8850	239.67	239.67
1.8850	242.66	242.66
1.8850	243.49	243.49
1.8850	244.13	244.13
1.8850	247.79	247.79
1.8850	251.61	251.61
1.8850	252.48	252.48
1.8850	257.44	257.44
1.8850	259.69	259.69
1.8850	262.48	262.48
1.8850	266.59	266.59
1.9164	38.492	38.492
1.9164	63.169	63.169
1.9164	75.930	75.930
1.9164	82.591	82.591
1.9164	93.000	93.000
1.9164	99.767	99.767
1.9164	99.781	99.781
1.9164	101.78	101.78
1.9164	104.94	104.94
1.9164	108.99	108.99
1.9164	113.63	113.63
1.9164	118.35	118.35
1.9164	123.00	123.00
1.9164	128.39	128.39
1.9164	129.80	129.80
1.9164	134.63	134.63
1.9164	141.28	141.28
1.9164	148.10	148.10
1.9164	155.05	155.05
1.9164	162.32	162.32
1.9164	165.68	165.68
1.9164	168.64	168.64
1.9164	169.97	169.97
1.9164	173.31	173.31
1.9164	178.01	178.01
1.9164	185.27	185.27
1.9164	186.13	186.13
1.9164	194.37	194.37
1.9164	202.80	202.80
1.9164	208.43	208.43
1.9164	211.50	211.50
1.9164	220.31	220.31
1.9164	224.00	224.00
1.9164	228.53	228.53
1.9164	228.89	228.89
1.9164	230.10	230.10
1.9164	232.06	232.06
1.9164	234.70	234.70
1.9164	235.62	235.62
1.9164	237.95	237.95
1.9164	241.77	241.77
1.9164	243.04	243.04
1.9164	243.67	243.67
1.9164	246.08	246.08
1.9164	250.78	250.78
1.9164	252.57	252.57
1.9164	255.78	255.78
1.9164	260.85	260.85
1.9164	260.91	260.91
1.9164	265.96	265.96
1.9478	38.819	38.819
1.9478	63.777	63.777
1.9478	75.344	75.344
1.9478	83.587	83.587
1.9478	93.713	93.713
1.9478	99.266	99.266
1.9478	101.38	101.38
1.9478	103.35	103.35
1.9478	106.44	106.44
1.9478	110.42	110.42
1.9478	114.96	114.96
1.9478	119.53	119.53
1.9478	124.09	124.09
1.9478	129.26	129.26
1.9478	129.50	129.50
1.9478	135.72	135.72
1.9478	142.35	142.35
1.9478	149.12	149.12
1.9478	156.04	156.04
1.9478	163.27	163.27
1.9478	166.45	166.45
1.9478	167.87	167.87
1.9478	170.85	170.85
1.9478	174.44	174.44
1.9478	179.02	179.02
1.9478	184.47	184.47
1.9478	187.10	187.10
1.9478	195.32	195.32
1.9478	203.73	203.73
1.9478	209.31	209.31
1.9478	212.38	212.38
1.9478	221.13	221.13
1.9478	222.60	222.60
1.9478	227.17	227.17
1.9478	228.39	228.39
1.9478	229.29	229.29
1.9478	230.35	230.35
1.9478	232.99	232.99
1.9478	236.24	236.24
1.9478	236.41	236.41
1.9478	240.06	240.06
1.9478	242.15	242.15
1.9478	244.37	244.37
1.9478	244.48	244.48
1.9478	249.09	249.09
1.9478	253.52	253.52
1.9478	254.12	254.12
1.9478	259.31	259.31
1.9478	261.99	261.99
1.9478	264.48	264.48
1.9792	39.153	39.153
1.9792	64.375	64.375
1.9792	74.761	74.761
1.9792	84.556	84.556
1.9792	94.453	94.453
1.9792	98.754	98.754
1.9792	102.99	102.99
1.9792	104.92	104.92
1.9792	107.96	107.96
1.9792	111.86	111.86
1.9792	116.29	116.29
1.9792	120.70	120.70
1.9792	125.20	125.20
1.9792	128.72	128.72
1.9792	130.62	130.62
1.9792	136.83	136.83
1.9792	143.43	143.43
1.9792	150.16	150.16
1.9792	157.04	157.04
1.9792	164.23	164.23
1.9792	166.64	166.64
1.9792	167.67	167.67
1.9792	171.73	171.73
1.9792	175.57	175.57
1.9792	180.06	180.06
1.9792	183.68	183.68
1.9792	188.08	188.08
1.9792	196.29	196.29
1.9792	204.66	204.66
1.9792	210.20	210.20
1.9792	213.26	213.26
1.9792	221.23	221.23
1.9792	221.95	221.95
1.9792	225.46	225.46
1.9792	226.68	226.68
1.9792	228.65	228.65
1.9792	230.05	230.05
1.9792	231.28	231.28
1.9792	234.54	234.54
1.9792	237.22	237.22
1.9792	238.35	238.35
1.9792	241.19	241.19
1.9792	242.66	242.66
1.9792	245.35	245.35
1.9792	247.39	247.39
1.9792	252.44	252.44
1.9792	254.46	254.46
1.9792	257.69	257.69
1.9792	262.96	262.96
1.9792	263.10	263.10
2.0106	39.493	39.493
2.0106	64.963	64.963
2.0106	74.179	74.179
2.0106	85.495	85.495
2.0106	95.224	95.224
2.0106	98.246	98.246
2.0106	104.60	104.60
2.0106	106.50	106.50
2.0106	109.47	109.47
2.0106	113.30	113.30
2.0106	117.62	117.62
2.0106	121.86	121.86
2.0106	126.31	126.31
2.0106	128.19	128.19
2.0106	131.76	131.76
2.0106	137.96	137.96
2.0106	144.52	144.52
2.0106	151.21	151.21
2.0106	158.04	158.04
2.0106	165.19	165.19
2.0106	165.93	165.93
2.0106	168.36	168.36
2.0106	172.60	172.60
2.0106	176.70	176.70
2.0106	181.14	181.14
2.0106	182.89	182.89
2.0106	189.08	189.08
2.0106	197.27	197.27
2.0106	205.61	205.61
2.0106	211.06	211.06
2.0106	214.16	214.16
2.0106	219.89	219.89
2.0106	222.78	222.78
2.0106	223.75	223.75
2.0106	224.98	224.98
2.0106	226.94	226.94
2.0106	229.58	229.58
2.0106	230.82	230.82
2.0106	232.84	232.84
2.0106	236.65	236.65
2.0106	238.01	238.01
2.0106	240.24	240.24
2.0106	240.96	240.96
2.0106	245.69	245.69
2.0106	246.24	246.24
2.0106	250.76	250.76
2.0106	255.40	255.40
2.0106	256.06	256.06
2.0106	261.41	261.41
2.0106	264.20	264.20
2.0420	39.839	39.839
2.0420	65.542	65.542
2.0420	73.601	73.601
2.0420	86.404	86.404
2.0420	96.027	96.027
2.0420	97.742	97.742
2.0420	106.22	106.22
2.0420	108.07	108.07
2.0420	111.00	111.00
2.0420	114.75	114.75
2.0420	118.94	118.94
2.0420	123.02	123.02
2.0420	127.45	127.45
2.0420	127.65	127.65
2.0420	132.92	132.92
2.0420	139.10	139.10
2.0420	145.62	145.62
2.0420	152.27	152.27
2.0420	159.05	159.05
2.0420	165.10	165.10
2.0420	166.14	166.14
2.0420	169.15	169.15
2.0420	173.46	173.46
2.0420	177.83	177.83
2.0420	182.11	182.11
2.0420	182.25	182.25
2.0420	190.10	190.10
2.0420	198.26	198.26
2.0420	206.56	206.56
2.0420	211.86	211.86
2.0420	215.06	215.06
2.0420	218.62	218.62
2.0420	222.05	222.05
2.0420	223.28	223.28
2.0420	223.61	223.61
2.0420	225.25	225.25
2.0420	227.88	227.88
2.0420	231.14	231.14
2.0420	231.60	231.60
2.0420	234.95	234.95
2.0420	238.70	238.70
2.0420	239.26	239.26
2.0420	239.40	239.40
2.0420	244.00	244.00
2.0420	247.13	247.13
2.0420	249.08	249.08
2.0420	254.41	254.41
2.0420	256.34	256.34
2.0420	259.84	259.84
2.0420	265.18	265.18
2.0735	40.190	40.190
2.0735	66.111	66.111
2.0735	73.024	73.024
2.0735	87.282	87.282
2.0735	96.863	96.863
2.0735	97.242	97.242
2.0735	107.83	107.83
2.0735	109.65	109.65
2.0735	112.52	112.52
2.0735	116.19	116.19
2.0735	120.25	120.25
2.0735	124.17	124.17
2.0735	127.11	127.11
2.0735	128.61	128.61
2.0735	134.11	134.11
2.0735	140.26	140.26
2.0735	146.74	146.74
2.0735	153.34	153.34
2.0735	160.07	160.07
2.0735	164.25	164.25
2.0735	167.10	167.10
2.0735	169.93	169.93
2.0735	174.34	174.34
2.0735	178.95	178.95
2.0735	181.34	181.34
2.0735	183.38	183.38
2.0735	191.14	191.14
2.0735	199.26	199.26
2.0735	207.53	207.53
2.0735	212.53	212.53
2.0735	215.97	215.97
2.0735	217.51	217.51
2.0735	220.35	220.35
2.0735	221.59	221.59
2.0735	223.56	223.56
2.0735	224.45	224.45
2.0735	226.19	226.19
2.0735	229.44	229.44
2.0735	232.39	232.39
2.0735	233.26	233.26
2.0735	237.57	237.57
2.0735	238.16	238.16
2.0735	239.79	239.79
2.0735	242.31	242.31
2.0735	247.41	247.41
2.0735	248.03	248.03
2.0735	252.76	252.76
2.0735	257.28	257.28
2.0735	258.25	258.25
2.0735	263.69	263.69
2.1049	40.548	40.548
2.1049	66.671	66.671
2.1049	72.450	72.450
2.1049	88.129	88.129
2.1049	96.745	96.745
2.1049	97.732	97.732
2.1049	109.45	109.45
2.1049	111.23	111.23
2.1049	114.04	114.04
2.1049	117.63	117.63
2.1049	121.54	121.54
2.1049	125.32	125.32
2.1049	126.58	126.58
2.1049	129.80	129.80
2.1049	135.31	135.31
2.1049	141.43	141.43
2.1049	147.86	147.86
2.1049	154.41	154.41
2.1049	161.09	161.09
2.1049	163.39	163.39
2.1049	168.07	168.07
2.1049	170.69	170.69
2.1049	175.22	175.22
2.1049	180.06	180.06
2.1049	180.61	180.61
2.1049	184.55	184.55
2.1049	192.19	192.19
2.1049	200.28	200.28
2.1049	208.51	208.51
2.1049	212.83	212.83
2.1049	216.76	216.76
2.1049	216.89	216.89
2.1049	218.65	218.65
2.1049	219.90	219.90
2.1049	221.87	221.87
2.1049	224.51	224.51
2.1049	225.30	225.30
2.1049	227.76	227.76
2.1049	231.57	231.57
2.1049	233.18	233.18
2.1049	235.88	235.88
2.1049	237.21	237.21
2.1049	240.61	240.61
2.1049	240.62	240.62
2.1049	245.73	245.73
2.1049	248.93	248.93
2.1049	251.11	251.11
2.1049	256.65	256.65
2.1049	258.21	258.21
2.1049	262.17	262.17
2.1363	40.910	40.910
2.1363	67.222	67.222
2.1363	71.879	71.879
2.1363	88.945	88.945
2.1363	96.251	96.251
2.1363	98.634	98.634
2.1363	111.07	111.07
2.1363	112.82	112.82
2.1363	115.57	115.57
2.1363	119.07	119.07
2.1363	122.81	122.81
2.1363	126.05	126.05
2.1363	126.48	126.48
2.1363	131.00	131.00
2.1363	136.52	136.52
2.1363	142.62	142.62
2.1363	149.00	149.00
2.1363	155.49	155.49
2.1363	162.11	162.11
