kx (1/m)	Eigenfrequency (Hz)	real(freq) (Hz)
2.7960	234.85	234.85
2.7960	238.66	238.66
2.7960	240.12	240.12
2.7960	241.38	241.38
2.7960	245.92	245.92
2.7960	247.58	247.58
2.7960	253.05	253.05
2.8274	50.084	50.084
2.8274	59.900	59.900
2.8274	77.689	77.689
2.8274	86.172	86.172
2.8274	103.02	103.02
2.8274	114.24	114.24
2.8274	122.34	122.34
2.8274	140.87	140.87
2.8274	142.81	142.81
2.8274	146.93	146.93
2.8274	148.33	148.33
2.8274	150.57	150.57
2.8274	153.57	153.57
2.8274	157.24	157.24
2.8274	158.37	158.37
2.8274	161.43	161.43
2.8274	165.97	165.97
2.8274	170.66	170.66
2.8274	175.48	175.48
2.8274	179.87	179.87
2.8274	180.80	180.80
2.8274	180.95	180.95
2.8274	182.65	182.65
2.8274	184.83	184.83
2.8274	186.77	186.77
2.8274	187.38	187.38
2.8274	190.44	190.44
2.8274	193.24	193.24
2.8274	193.61	193.61
2.8274	194.54	194.54
2.8274	198.65	198.65
2.8274	200.00	200.00
2.8274	203.52	203.52
2.8274	206.77	206.77
2.8274	208.87	208.87
2.8274	213.13	213.13
2.8274	213.83	213.83
2.8274	214.63	214.63
2.8274	219.75	219.75
2.8274	220.71	220.71
2.8274	226.88	226.88
2.8274	227.04	227.04
2.8274	233.46	233.46
2.8274	234.45	234.45
2.8274	239.36	239.36
2.8274	240.33	240.33
2.8274	241.33	241.33
2.8274	246.20	246.20
2.8274	246.93	246.93
2.8274	252.96	252.96
2.8588	50.546	50.546
2.8588	59.383	59.383
2.8588	78.118	78.118
2.8588	85.741	85.741
2.8588	103.60	103.60
2.8588	113.69	113.69
2.8588	123.44	123.44
2.8588	141.71	141.71
2.8588	141.86	141.86
2.8588	148.56	148.56
2.8588	149.94	149.94
2.8588	152.16	152.16
2.8588	155.13	155.13
2.8588	157.46	157.46
2.8588	158.75	158.75
2.8588	162.89	162.89
2.8588	167.36	167.36
2.8588	171.96	171.96
2.8588	176.74	176.74
2.8588	178.22	178.22
2.8588	179.31	179.31
2.8588	181.06	181.06
2.8588	182.07	182.07
2.8588	183.30	183.30
2.8588	185.92	185.92
2.8588	188.04	188.04
2.8588	188.99	188.99
2.8588	192.66	192.66
2.8588	194.51	194.51
2.8588	194.85	194.85
2.8588	197.15	197.15
2.8588	201.26	201.26
2.8588	202.00	202.00
2.8588	207.37	207.37
2.8588	208.03	208.03
2.8588	212.69	212.69
2.8588	213.14	213.14
2.8588	214.55	214.55
2.8588	219.25	219.25
2.8588	221.02	221.02
2.8588	225.60	225.60
2.8588	228.13	228.13
2.8588	232.07	232.07
2.8588	235.71	235.71
2.8588	238.41	238.41
2.8588	240.96	240.96
2.8588	242.57	242.57
2.8588	244.83	244.83
2.8588	247.93	247.93
2.8588	251.60	251.60
2.8903	51.012	51.012
2.8903	58.869	58.869
2.8903	78.545	78.545
2.8903	85.313	85.313
2.8903	104.17	104.17
2.8903	113.14	113.14
2.8903	124.53	124.53
2.8903	140.90	140.90
2.8903	142.55	142.55
2.8903	150.20	150.20
2.8903	151.56	151.56
2.8903	153.75	153.75
2.8903	156.55	156.55
2.8903	156.69	156.69
2.8903	160.27	160.27
2.8903	164.36	164.36
2.8903	168.75	168.75
2.8903	173.26	173.26
2.8903	176.56	176.56
2.8903	177.68	177.68
2.8903	178.01	178.01
2.8903	179.46	179.46
2.8903	181.77	181.77
2.8903	183.36	183.36
2.8903	184.45	184.45
2.8903	187.53	187.53
2.8903	189.34	189.34
2.8903	191.20	191.20
2.8903	195.31	195.31
2.8903	195.79	195.79
2.8903	196.06	196.06
2.8903	200.50	200.50
2.8903	202.52	202.52
2.8903	205.87	205.87
2.8903	209.29	209.29
2.8903	211.66	211.66
2.8903	211.70	211.70
2.8903	215.81	215.81
2.8903	217.79	217.79
2.8903	222.30	222.30
2.8903	224.17	224.17
2.8903	229.40	229.40
2.8903	230.67	230.67
2.8903	236.97	236.97
2.8903	237.06	237.06
2.8903	241.99	241.99
2.8903	243.47	243.47
2.8903	243.81	243.81
2.8903	248.92	248.92
2.8903	250.26	250.26
2.9217	51.481	51.481
2.9217	58.358	58.358
2.9217	78.970	78.970
2.9217	84.885	84.885
2.9217	104.75	104.75
2.9217	112.59	112.59
2.9217	125.61	125.61
2.9217	139.94	139.94
2.9217	143.39	143.39
2.9217	151.84	151.84
2.9217	153.18	153.18
2.9217	155.35	155.35
2.9217	155.64	155.64
2.9217	158.25	158.25
2.9217	161.79	161.79
2.9217	165.82	165.82
2.9217	170.14	170.14
2.9217	174.57	174.57
2.9217	174.90	174.90
2.9217	176.04	176.04
2.9217	177.85	177.85
2.9217	179.30	179.30
2.9217	180.22	180.22
2.9217	182.97	182.97
2.9217	184.66	184.66
2.9217	186.07	186.07
2.9217	189.73	189.73
2.9217	190.64	190.64
2.9217	194.03	194.03
2.9217	196.76	196.76
2.9217	197.08	197.08
2.9217	199.02	199.02
2.9217	203.80	203.80
2.9217	204.38	204.38
2.9217	210.18	210.18
2.9217	210.56	210.56
2.9217	210.70	210.70
2.9217	216.34	216.34
2.9217	217.10	217.10
2.9217	222.75	222.75
2.9217	223.58	223.58
2.9217	229.27	229.27
2.9217	230.66	230.66
2.9217	235.70	235.70
2.9217	238.24	238.24
2.9217	242.07	242.07
2.9217	243.08	243.08
2.9217	245.07	245.07
2.9217	248.91	248.91
2.9217	249.86	249.86
2.9531	51.953	51.953
2.9531	57.849	57.849
2.9531	79.394	79.394
2.9531	84.460	84.460
2.9531	105.32	105.32
2.9531	112.04	112.04
2.9531	126.69	126.69
2.9531	138.97	138.97
2.9531	144.24	144.24
2.9531	153.48	153.48
2.9531	154.74	154.74
2.9531	154.80	154.80
2.9531	156.95	156.95
2.9531	159.82	159.82
2.9531	163.32	163.32
2.9531	167.29	167.29
2.9531	171.52	171.52
2.9531	173.25	173.25
2.9531	174.40	174.40
2.9531	175.88	175.88
2.9531	176.24	176.24
2.9531	178.67	178.67
2.9531	180.61	180.61
2.9531	181.49	181.49
2.9531	184.63	184.63
2.9531	185.98	185.98
2.9531	188.27	188.27
2.9531	191.96	191.96
2.9531	192.56	192.56
2.9531	197.28	197.28
2.9531	197.93	197.93
2.9531	198.38	198.38
2.9531	202.90	202.90
2.9531	205.08	205.08
2.9531	208.72	208.72
2.9531	209.69	209.69
2.9531	211.84	211.84
2.9531	214.90	214.90
2.9531	218.38	218.38
2.9531	221.33	221.33
2.9531	224.87	224.87
2.9531	227.88	227.88
2.9531	231.93	231.93
2.9531	234.33	234.33
2.9531	239.52	239.52
2.9531	240.73	240.73
2.9531	244.13	244.13
2.9531	246.34	246.34
2.9531	247.58	247.58
2.9531	250.74	250.74
2.9845	52.429	52.429
2.9845	57.342	57.342
2.9845	79.817	79.817
2.9845	84.035	84.035
2.9845	105.89	105.89
2.9845	111.49	111.49
2.9845	127.76	127.76
2.9845	137.99	137.99
2.9845	145.09	145.09
2.9845	153.84	153.84
2.9845	155.12	155.12
2.9845	156.43	156.43
2.9845	158.55	158.55
2.9845	161.39	161.39
2.9845	164.84	164.84
2.9845	168.75	168.75
2.9845	171.59	171.59
2.9845	172.76	172.76
2.9845	172.90	172.90
2.9845	174.64	174.64
2.9845	177.11	177.11
2.9845	177.20	177.20
2.9845	180.00	180.00
2.9845	181.93	181.93
2.9845	183.19	183.19
2.9845	186.82	186.82
2.9845	187.32	187.32
2.9845	191.09	191.09
2.9845	193.29	193.29
2.9845	195.97	195.97
2.9845	198.72	198.72
2.9845	199.70	199.70
2.9845	201.44	201.44
2.9845	206.38	206.38
2.9845	207.27	207.27
2.9845	208.68	208.68
2.9845	213.13	213.13
2.9845	213.47	213.47
2.9845	219.68	219.68
2.9845	219.93	219.93
2.9845	226.17	226.17
2.9845	226.50	226.50
2.9845	232.97	232.97
2.9845	233.21	233.21
2.9845	239.38	239.38
2.9845	240.80	240.80
2.9845	245.16	245.16
2.9845	246.27	246.27
2.9845	247.60	247.60
2.9845	251.49	251.49
3.0159	52.907	52.907
3.0159	56.838	56.838
3.0159	80.239	80.239
3.0159	83.611	83.611
3.0159	106.45	106.45
3.0159	110.94	110.94
3.0159	128.82	128.82
3.0159	137.01	137.01
3.0159	145.94	145.94
3.0159	152.94	152.94
3.0159	156.76	156.76
3.0159	158.06	158.06
3.0159	160.15	160.15
3.0159	162.96	162.96
3.0159	166.37	166.37
3.0159	169.94	169.94
3.0159	170.21	170.21
3.0159	171.12	171.12
3.0159	173.02	173.02
3.0159	174.28	174.28
3.0159	175.54	175.54
3.0159	178.51	178.51
3.0159	178.52	178.52
3.0159	181.76	181.76
3.0159	183.26	183.26
3.0159	185.39	185.39
3.0159	188.67	188.67
3.0159	189.64	189.64
3.0159	194.52	194.52
3.0159	194.64	194.64
3.0159	199.54	199.54
3.0159	200.11	200.11
3.0159	201.03	201.03
3.0159	205.83	205.83
3.0159	207.58	207.58
3.0159	207.79	207.79
3.0159	212.05	212.05
3.0159	214.43	214.43
3.0159	218.53	218.53
3.0159	220.98	220.98
3.0159	225.12	225.12
3.0159	227.47	227.47
3.0159	231.62	231.62
3.0159	234.49	234.49
3.0159	238.04	238.04
3.0159	242.08	242.08
3.0159	244.89	244.89
3.0159	246.26	246.26
3.0159	248.82	248.82
3.0159	252.04	252.04
3.0473	53.388	53.388
3.0473	56.337	56.337
3.0473	80.661	80.661
3.0473	83.188	83.188
3.0473	107.02	107.02
3.0473	110.38	110.38
3.0473	129.87	129.87
3.0473	136.01	136.01
3.0473	146.80	146.80
3.0473	152.05	152.05
3.0473	158.41	158.41
3.0473	159.68	159.68
3.0473	161.76	161.76
3.0473	164.53	164.53
3.0473	167.89	167.89
3.0473	168.29	168.29
3.0473	169.48	169.48
3.0473	171.41	171.41
3.0473	171.67	171.67
3.0473	173.97	173.97
3.0473	175.65	175.65
3.0473	177.00	177.00
3.0473	179.86	179.86
3.0473	180.33	180.33
3.0473	183.97	183.97
3.0473	184.62	184.62
3.0473	188.19	188.19
3.0473	190.04	190.04
3.0473	193.06	193.06
3.0473	196.00	196.00
3.0473	198.47	198.47
3.0473	200.70	200.70
3.0473	202.36	202.36
3.0473	204.40	204.40
3.0473	206.67	206.67
3.0473	209.02	209.02
3.0473	210.63	210.63
3.0473	215.74	215.74
3.0473	217.14	217.14
3.0473	222.29	222.29
3.0473	223.76	223.76
3.0473	228.77	228.77
3.0473	230.26	230.26
3.0473	235.78	235.78
3.0473	236.70	236.70
3.0473	243.37	243.37
3.0473	243.58	243.58
3.0473	247.25	247.25
3.0473	249.92	249.92
3.0473	251.17	251.17
3.0788	53.873	53.873
3.0788	55.839	55.839
3.0788	81.082	81.082
3.0788	82.766	82.766
3.0788	107.58	107.58
3.0788	109.83	109.83
3.0788	130.92	130.92
3.0788	135.01	135.01
3.0788	147.66	147.66
3.0788	151.16	151.16
3.0788	160.05	160.05
3.0788	161.31	161.31
3.0788	163.36	163.36
3.0788	166.10	166.10
3.0788	166.64	166.64
3.0788	167.85	167.85
3.0788	169.42	169.42
3.0788	169.80	169.80
3.0788	172.40	172.40
3.0788	173.12	173.12
3.0788	175.50	175.50
3.0788	177.02	177.02
3.0788	178.89	178.89
3.0788	181.21	181.21
3.0788	182.56	182.56
3.0788	185.99	185.99
3.0788	186.76	186.76
3.0788	191.41	191.41
3.0788	191.62	191.62
3.0788	197.05	197.05
3.0788	197.36	197.36
3.0788	201.64	201.64
3.0788	202.99	202.99
3.0788	203.71	203.71
3.0788	205.67	205.67
3.0788	209.23	209.23
3.0788	210.35	210.35
3.0788	215.76	215.76
3.0788	217.05	217.05
3.0788	222.40	222.40
3.0788	223.60	223.60
3.0788	228.92	228.92
3.0788	230.08	230.08
3.0788	235.37	235.37
3.0788	237.07	237.07
3.0788	242.27	242.27
3.0788	244.66	244.66
3.0788	248.21	248.21
3.0788	249.87	249.87
3.0788	250.58	250.58
3.1102	54.360	54.360
3.1102	55.343	55.343
3.1102	81.503	81.503
3.1102	82.345	82.345
3.1102	108.15	108.15
3.1102	109.27	109.27
3.1102	131.95	131.95
3.1102	134.00	134.00
3.1102	148.53	148.53
3.1102	150.28	150.28
3.1102	161.70	161.70
3.1102	162.95	162.95
3.1102	164.97	164.97
3.1102	164.99	164.99
3.1102	166.21	166.21
3.1102	167.68	167.68
3.1102	168.19	168.19
3.1102	170.83	170.83
3.1102	170.94	170.94
3.1102	173.98	173.98
3.1102	174.57	174.57
3.1102	177.46	177.46
3.1102	178.40	178.40
3.1102	181.17	181.17
3.1102	182.57	182.57
3.1102	185.35	185.35
3.1102	187.37	187.37
3.1102	190.19	190.19
3.1102	192.81	192.81
3.1102	195.63	195.63
3.1102	198.74	198.74
3.1102	201.51	201.51
3.1102	202.70	202.70
3.1102	204.60	204.60
3.1102	205.14	205.14
3.1102	207.84	207.84
3.1102	211.69	211.69
3.1102	214.39	214.39
3.1102	218.38	218.38
3.1102	221.05	221.05
3.1102	224.92	224.92
3.1102	227.58	227.58
3.1102	231.39	231.39
3.1102	234.04	234.04
3.1102	238.36	238.36
3.1102	240.96	240.96
3.1102	245.95	245.95
3.1102	248.52	248.52
3.1102	249.16	249.16
3.1102	250.50	250.50
3.1416	54.850	54.850
3.1416	54.850	54.850
3.1416	81.924	81.924
3.1416	81.924	81.924
3.1416	108.71	108.71
3.1416	108.71	108.71
3.1416	132.98	132.98
3.1416	132.98	132.98
3.1416	149.40	149.40
3.1416	149.40	149.40
3.1416	163.34	163.34
3.1416	163.34	163.34
3.1416	164.58	164.58
3.1416	164.58	164.58
3.1416	166.58	166.58
3.1416	166.58	166.58
3.1416	169.25	169.25
3.1416	169.25	169.25
3.1416	172.46	172.46
3.1416	172.46	172.46
3.1416	176.02	176.02
3.1416	176.02	176.02
3.1416	179.78	179.78
3.1416	179.78	179.78
3.1416	183.95	183.95
3.1416	183.95	183.95
3.1416	188.78	188.78
3.1416	188.78	188.78
3.1416	194.21	194.21
3.1416	194.21	194.21
3.1416	200.13	200.13
3.1416	200.13	200.13
3.1416	203.66	203.66
3.1416	203.66	203.66
3.1416	206.46	206.46
3.1416	206.46	206.46
3.1416	213.04	213.04
3.1416	213.04	213.04
3.1416	219.71	219.71
3.1416	219.71	219.71
3.1416	226.25	226.25
3.1416	226.25	226.25
3.1416	232.71	232.71
3.1416	232.71	232.71
3.1416	239.66	239.66
3.1416	239.66	239.66
3.1416	247.25	247.25
3.1416	247.25	247.25
3.1416	249.93	249.93
3.1416	249.93	249.93
